text;section_number;title;chapter_number;chapter_name;source
"
Yudhishthira apologized for the suffering he had brought upon his family. ""I gambled because I wanted to depose Duryodhana so that we could rule the whole kingdom,"" he confessed. ""But I realize anger about this serves no purpose now. I must practice patience, certain that someday we'll regain our kingdom.""
Draupadi and the others, however, did not share Yudhishthira's equanimity.
Then Vyasa arrived, and he taught Yudhishthira a mantra that controlled a great weapon. ""Teach this mantra to Arjuna,"" he said, ""and send Arjuna out to search for more weapons. You must be prepared for the war that is coming.""

";98;Vyasa Advises Yudhishthira;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
Arjuna ascended a sacred mountain and meditated deeply, praying to Shiva.
As he prayed, a boar attacked.
Arjuna emerged from meditation, grabbed his bow, and shot the boar. 
To Arjuna's surprise, another arrow struck the boar. ""The boar is mine!"" shouted a hunter emerging from the trees.
""No!"" protested Arjuna. ""It's mine!"" 
They fought, and Arjuna could not overcome this hunter. He appealed to Shiva for help, throwing a garland on the Shiva-statue he had made. 
The garland appeared around the hunter's neck! 
""You are Shiva!"" Arjuna shouted, bowing down.
Shiva was pleased and rewarded Arjuna with the Pashupata weapon.

";99;Arjuna Encounters a Hunter;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
Indra, king of the gods, took his son Arjuna to heaven, and there Arjuna acquired many weapons. He also learned music and dancing from the gandharvas and apsaras.
The apsara Urvashi fell in love with Arjuna, but Arjuna rebuffed her. ""You're like a mother to me,"" he said, ""as you were once married to Pururavas, my ancestor.""
""Because you've failed me as a man,"" Urvashi said angrily, ""I curse you to be a eunuch.""
""Don't worry,"" Indra told Arjuna. ""Her curse will last only one year, thus keeping you safe in the year of exile you must spend in disguise.""

";100;Arjuna Visits Indra's Heaven;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
After years spent acquiring weapons, Arjuna joyfully rejoined his brothers. Their long exile was easier to bear when they were all together.
Duryodhana, meanwhile, was troubled when he heard about Arjuna's newly acquired weapons.
""Fear not,"" said Shakuni. ""They are beggars, nothing like the princes they once were. Take your most magnificent army now, before they enter their year of disguise, and show them your might and power!""
""I like this plan,"" Duryodhana said, smiling.
Duryodhana then marched an army into the forest and set up camp with music and merriment, sending a messenger to his cousins with an invitation. 

";101;The Pandavas Are Reunited;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
On his way to the Pandavas, Duryodhana's messenger met a gandharva, sent by the gods to cause trouble. And trouble there was: the messenger fought with the gandharva, and soon Duryodhana himself and his whole army were fighting with an army of gandharvas. 
Then the gandharvas took Duryodhana prisoner, while Duryodhana's soldiers all fled in fear.
When Yudhishthira learned the news, he sent Bhima and Arjuna to rescue Duryodhana. ""He's still our cousin after all,"" Yudhishthira said. So Bhima and Arjuna rescued Duryodhana, and they taunted him for needing their help.
The incident made Duryodhana hate the Pandavas even more.

";102;Duryodhana Fights the Gandharvas;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
Tracking a deer deep into the forest, the Pandavas grew tired and thirsty. ""We'll rest here,"" Yudhishthira said, ""and you look for water, Nakula.""
Nakula found a lake, and began to drink when a voice shouted, ""Stop!"" 
Nakula saw no one, just a crane. 
""Stop!"" It was the crane who spoke. ""You must answer my questions before you drink.""
But Nakula was so thirsty that he could not resist. He drank. He died.
When Nakula did not return, Yudhishthira sent Sahadeva. Then Arjuna. Then Bhima. 
Then Yudhishthira himself came to the lake, and he saw his brothers lying there, dead.

";103;The Pandavas Look for Water;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
Yudhishthira wept when he saw his dead brothers. Then he bent down to drink, and the crane said, ""Stop! Answer my questions first.""
Unlike his brothers, Yudhishthira obeyed. ""Ask your questions!"" he said, and the crane transformed into a mighty yaksha.
""What is faster than wind?"" the yaksha asked.
""The mind,"" replied Yudhishthira.
""What is more numerous than the grasses?""
""Our thoughts.""
""Who journeys always alone?"" 
""The sun.""
""What enemy is invincible?"" 
""Anger.""
The questions went on and on; Yudhishthira answered them all.
""You have answered well,"" said the yaksha. ""You may revive one of your brothers. Choose which one.""

";104;Yudhishthira Answers the Questions;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
Yudhishthira answered the yaksha instantly. ""Let Nakula live!""
""You surprise me,"" said the yaksha. ""He is Madri's son.""
""And I am Kunti's son,"" said Yudhishthira. ""The sons of both mothers must survive this exile.""
""You are indeed righteous!"" said the yaksha. ""I will revive all four.""
The four Pandavas arose, amazed to see a mighty yaksha standing there.
Then the yaksha transformed. Before them stood Yama, the god of dharma, Yudhishthira's father. ""I used the deer to lure you, my son,"" Yama explained. ""I was testing you, and you have done well. I give all five of you my blessing.""

";105;The Yaksha Revives the Pandavas;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
After twelve years of exile in the forest, the Pandavas and Draupadi had to spend a thirteenth year in disguise. If they were discovered, the exile would begin again. They decided to hide together in the court of King Virata in Matsya.
Yudhishthira became Kanka, playing dice with the king; during his time in exile Yudhishthira had become very skilled at dice.
Bhima became Vallabha, a cook.
Arjuna became Brihannala, a eunuch who taught the ladies dancing and music. 
Nakula became Granthika, a trainer of horses. 
Sahadeva became Tantipala, a herder of cattle.
Draupadi became Sairandhri, maid to Queen Sudeshna.

";106;The Pandavas Go to King Virata;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
Before joining the court of King Virata as servants, the Pandavas tied their weapons and armor in a bundle and hid the bundle in a tree that stood in the cremation grounds. 
Then they entered Virata's court and, thanks to the blessing of Yama, no one recognized them as the Pandavas.
The year of disguise was almost complete when disaster struck: Queen Sudeshna's brother, a general named Kichaka, became obsessed with Draupadi. 
""I'm married to five powerful gandharvas,"" Draupadi told him, ""and they watch over me. You must leave me alone, for your own good.""
But Kichaka ignored her warnings.

";107;Kichaka Pursues Draupadi;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
Draupadi appealed to Queen Sudeshna. ""Dear Sairandhri,"" she said, ""my brother Kichaka is harmless, I assure you.""
Draupadi, however, knew she was in serious danger. She threw herself on the king's mercy, but he ignored her, and Yudhishthira, who was playing dice with the king at the time, said nothing.
Draupadi felt betrayed once again, as she had at the dice game in Hastinapura years ago.
But this time, Bhima came to her aid. ""I will protect you, Draupadi,"" he said, and he told Draupadi to invite Kichaka to the dancing hall that night. ""I'll do the rest,"" Bhima promised.

";108;Draupadi Seeks Protection;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
""Come to the dancing hall tonight,"" Draupadi told Kichaka. ""I'll show you my special dance.""
The hall was dark when Kichaka arrived. ""Sairandhri,"" he cooed, ""where are you?""
""HERE!"" boomed a voice. It was Bhima, who grabbed Kichaka and squeezed him to death, crushing him into a big ball of flesh.
Suspicion fell on Draupadi, and King Virata threatened to throw her on Kichaka's funeral pyre. 
""I warned him about my powerful gandharva husbands,"" Draupadi protested, ""but he didn't listen!""
Now King Virata was afraid too, and he spared Draupadi.
Thus Draupadi and the Pandavas remained in the king's service.

";109;Bhima Kills Kichaka;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
The thirteenth year was almost over. Duryodhana sent his spies everywhere, but he could not find the Pandavas.
Then he heard about the mysterious gandharvas who had killed his friend Kichaka in the court of King Virata. ""That must be the Pandavas! I'm sure of it!""
Drona and Bhishma both urged restraint. ""If you find the Pandavas, make peace with them,"" they advised. Even Dushasana tried to persuade his brother to set aside his obsession with the Pandavas.
But Duryodhana did not listen. He was determined to find the Pandavas and thus condemn them to another thirteen years of exile.

";110;Duryodhana Searches for the Pandavas;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
Duryodhana was allied with Susharman, king of Trigarta and an enemy of King Virata. 
""We should attack Virata now,"" said Susharman, ""and steal his cattle! Without Kichaka to lead his army, Virata will be defenseless.""
This plan delighted Duryodhana, and he launched an attack immediately. 
Virata commanded his young son, Prince Uttara, to defend the kingdom, but Uttara did not even have a charioteer.
""I will be your charioteer,"" said Brihannala, and Uttara burst out laughing. ""You are the dancing teacher!"" he scoffed. ""I need a warrior to escort me.""
""Trust me,"" said Brihannala. ""I will carry you to victory.""

";111;Duryodhana Attacks Virata;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
Brihannala then drove straight to the cremation grounds. 
""Fool!"" Uttara shouted. ""What are you doing?""
""Preparing for victory,"" he replied, opening the bundle of weapons. ""Behold, the Gandiva bow! And I am Prince Arjuna.""
""Forgive me,"" said Uttara, astonished. ""I will drive the chariot.""
Arjuna then blew his conch, and Drona recognized the sound.
""It's Arjuna,"" he exclaimed. Then he turned to Duryodhana. ""Sire, you should return to Hastinapura. Now is not the time for you to fight the Pandavas.""
""Now is exactly the time!"" replied Duryodhana.
And so the Kauravas prepared to face Arjuna and Virata's army in battle.

";112;Prince Uttara and Arjuna Ride into Battle;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
The thirteenth year of exile had ended at midnight, and Duryodhana had not found the Pandavas in time, which only made him more determined to defeat them in battle. He sent Karna against Arjuna; they fought fiercely, and Karna finally left the field drenched in his own blood.
Arjuna then used a mantra to put the Kauravas to sleep and commanded Prince Uttara to strip their clothes to take as trophies.
Back at the palace, Arjuna resumed his identity as Brihannala.
""Take the trophies to your father and tell him you won the battle,"" he said, and Uttara smiled gratefully.

";113;Arjuna Faces the Kauravas in Battle;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
""What say you, Kanka?"" King Virata asked his dicing partner. ""Isn't my son Uttara a remarkable warrior?""
""Indeed, my lord!"" replied Yudhishthira. ""Although his eunuch charioteer is even more remarkable.""
Enraged, Virata threw the dice at Yudhishthira, striking him in the forehead and drawing blood. Draupadi rushed to catch every drop, knowing that death awaited anyone who spilled Yudhishthira's blood to the ground.
Uttara was shocked, aware as he was now of Yudhishthira's identity. ""Take care with that old brahmin,"" he warned his father. ""He might curse you.""
The king apologized, and Yudhishthira said soothingly, ""It is already forgotten, sire.""

";114;King Virata Boasts about Prince Uttara;6;THE PANDAVAS IN EXILE;http://100words.lauragibbs.net/
"
Soon after the cattle-raid, King Virata was surprised to see Kanka sitting on the royal throne, with the cook and the dancing teacher beside him, plus the cowherd and a stableboy, and even his wife's maid, dressed up in royal robes. 
Suddenly, it all made sense. ""King Yudhishthira!"" he exclaimed, bowing.
""Our exile is over,"" Yudhishthira said, smiling. ""We hid ourselves here for the thirteenth year.""
Virata then offered his daughter, Uttarai, Uttara's sister, in marriage to Arjuna, but Arjuna proposed instead that his son Abhimanyu marry the princess. Thus King Virata became an ally of the Pandavas by marriage.

";115;The Pandavas Reveal Themselves;7;THE RETURN OF THE PANDAVAS;http://100words.lauragibbs.net/
"
Krishna rejoiced at the wedding of Uttarai and Abhimanyu, the son of his sister Subhadra. Although he was young, Abhimanyu was an accomplished warrior. He had begun his training already in the womb, listening as his father discussed battle strategies and formations with Krishna. Abhimanyu remembered everything, and he would use his knowledge in the coming war.
""I have sent word to Duryodhana,"" Yudhishthira told the guests, ""asking him to return our half of the kingdom. Let us all now hope for peace.""
""Though we must also be ready for war,"" Krishna added, and then he went home to Dwaraka.

";116;Yudhishthira Hopes for Peace;7;THE RETURN OF THE PANDAVAS;http://100words.lauragibbs.net/
"
Although Duryodhana and Karna advocated for war, King Dhritarashtra decided to send his charioteer Sanjaya to Yudhishthira with an offer of peace.
""I too desire peace,"" Yudhishthira told Sanjaya. ""I only ask for Indraprastha, the city that my brothers and I built in the wilderness. Give us back what is ours, and there will be no war.""
""You ask only for what is right,"" said Sanjaya. ""But I am afraid that Duryodhana will refuse.""
""Then give us just five villages,"" said Yudhishthira, ""one for each son of Pandu. That will be enough. Take that message to the Kauravas in Hastinapura.""

";117;Dhritarashtra Sends an Envoy of Peace;7;THE RETURN OF THE PANDAVAS;http://100words.lauragibbs.net/
"
When Sanjaya returned from meeting with Yudhishthira, King Dhritarashtra was uncertain what to do and asked his brother Vidura for advice.
""You must disown Duryodhana,"" Vidura told him, ""as ill omens at his birth foretold. Although he is your son, he is no better than a viper. Yudhishthira is a worthy heir, righteous and true to his word. Let Yudhishthira rule the kingdom. That is the only way you will know peace.""
""I realize you are right,"" Dhritarashtra admitted, ""but I am strapped to Time's wheel; it turns me, and I cannot escape.""
And so King Dhritarashtra rejected Vidura's advice.

";118;Dhritarashtra Seeks Advice;7;THE RETURN OF THE PANDAVAS;http://100words.lauragibbs.net/
"
As war loomed, Arjuna went to Dwaraka to ask Krishna for help, and Duryodhana did the same. Krishna was asleep when they arrived; Duryodhana sat at the head of Krishna's bed, and Arjuna sat reverently at Krishna's feet.
When Krishna awoke, he saw Arjuna first, and then Duryodhana.
""I have my armies to offer,"" said Krishna, ""and I offer myself, but not as a warrior. Let Arjuna choose first, as I saw him first.""
""I choose you,"" Arjuna said without hesitation.
Duryodhana rejoiced because he also got what he wanted: armies of Yadava warriors who would fight on his side.

";119;Arjuna and Duryodhana Go to Dwaraka;7;THE RETURN OF THE PANDAVAS;http://100words.lauragibbs.net/
"
Krishna agreed to be Arjuna's charioteer, while Krishna's army would fight for Duryodhana. Everyone wondered whose side Krishna's brother Balarama would take. 
Duryodhana went to Balarama and said, ""You must help me defeat the Pandavas! They stopped me from marrying your sister, and your sister's son now plots against me. The Pandavas are your enemies too!""
""Don't listen to him!"" countered Bhima. ""Your brother Krishna is on our side, as you should be.""
Balarama sighed, for he loved them both. ""I reject this war,"" he said. ""I will fight on neither side. Only fools reject the possibility of peace.""

";120;Whose Side Will Balarama Join?;7;THE RETURN OF THE PANDAVAS;http://100words.lauragibbs.net/
"
Shalya, king of Madra, planned to ally himself with the Pandavas, as his sister Madri had been Pandu's wife.
Duryodhana, however, learned about this and put up pavilions filled with food and drink along the Madra highway. Shalya assumed this was Yudhishthira's doing. ""I promise my host a boon of his choosing!"" Shalya proclaimed.
To Shalya's surprise, Duryodhana claimed the boon and asked Shalya to fight in his army.
""You are bound by your promise,"" Yudhishthira said later, ""but when Karna and Arjuna confront each other in battle, help Arjuna if you can.""
Shalya agreed to do as Yudhishthira asked.

";121;King Shalya Makes an Alliance;7;THE RETURN OF THE PANDAVAS;http://100words.lauragibbs.net/
"
Duryodhana rejected all proposals of peace. ""I will kill the Pandavas and rule the world,"" he declared, ""or the Pandavas will kill me. There is no other way.""
""My guru Parusharama taught me the mantra of the Brahmastra,"" Karna added. ""With this weapon I can destroy the Pandavas myself.""
""Your conceit deceives you,"" Bhishma said to Karna. ""You know nothing of what awaits you.""
""I know that I will not fight so long as you are fighting!"" Karna shouted at Bhishma, and he then stormed out of the assembly.
Bhishma scoffed. ""With such allies, Duryodhana brings disaster upon us all."" 

";122;Duryodhana Insists on War;7;THE RETURN OF THE PANDAVAS;http://100words.lauragibbs.net/
"
As Yudhishthira contemplated the coming war, he despaired. ""Is there no way to obtain peace?"" he asked Krishna.
""I myself will go to Hastinapura,"" Krishna offered. ""I have no hope of changing Duryodhana's mind, but this way you will know we tried every option.""
Sahadeva, alone among his brothers, rejected peace. ""For what Duryodhana tried to do to Draupadi,"" he said, ""we must kill him, and Shakuni too.""
Draupadi agreed. ""I too hope Krishna's mission will fail,"" she admitted.
""The wrongs you have suffered will be avenged,"" Krishna promised her. ""The war is coming, and no one can stop it.""

";123;Krishna Consoles the Pandavas;7;THE RETURN OF THE PANDAVAS;http://100words.lauragibbs.net/
"
When he learned of Krishna's visit, King Dhritarashtra rejoiced. ""We must greet this emissary with gold and jewels and every honor!"" he exclaimed.
Vidura rebuked his brother's exuberance. ""Just give the Pandavas their five villages,"" he said. ""That will please Krishna more.""
But, as before, Dhritarashtra ignored Vidura's advice.
Meanwhile, Duryodhana had a plan of his own. ""I think we should capture Krishna and hold him prisoner.""
His words shocked Dhritarashtra, and he rebuked his son. ""You must not say such things. You must not even think them!""
But Duryodhana thought of nothing else as he eagerly awaited Krishna's arrival.

";124;Dhritarashtra Learns of Krishna's Coming;7;THE RETURN OF THE PANDAVAS;http://100words.lauragibbs.net/
"
Bhishma, Drona, and all the elders of Hastinapura escorted Krishna to the palace.
There Krishna visited Kunti, who hadn't seen her sons for thirteen years. ""Tell them they must act now,"" she said. ""The time has come for them to destroy their enemies.""
Duryodhana invited Krishna to a banquet, but Krishna refused.
""You hate the Pandavas,"" he said, ""so you hate me. I won't eat the food of hatred with you. I will go to Vidura's house instead.""
At dinner, Vidura warned Krishna of Duryodhana's plans, but Krishna only smiled. ""I fear nothing,"" he said, ""nor should you, my friend.""

";125;Krishna Comes to Hastinapura;7;THE RETURN OF THE PANDAVAS;http://100words.lauragibbs.net/
"
""Five villages for the Pandavas,"" Krishna announced to the assembly. ""That's all they ask.""
""No! They lost their kingdom!"" Duryodhana shouted. ""I will give them not so much as a needlepoint of land.""
Duryodhana then summoned his allies to seize Krishna, but Krishna laughed and revealed himself in his divine form containing the sun and moon and stars, with all the world's armies around him.
Dhritarashtra even regained his sight at that moment; he too saw God.
Duryodhana could not seize Krishna because Krishna was... everything.
Krishna then put on mortal form again and left the assembly in stunned silence.

";126;Krishna Addresses the Assembly;7;THE RETURN OF THE PANDAVAS;http://100words.lauragibbs.net/
"
Before leaving Hastinapura, Krishna sought out Karna. ""Because I love you,"" Krishna said, ""I tell you the truth: you are Kunti's first-born son, Yudhishthira's elder brother. Yudhishthira doesn't know this, but if you tell him, he will gladly make you king. Go to him, Karna. It is the right thing to do.""
""It cannot be right for me to betray Duryodhana,"" Karna replied. ""Duryodhana is my friend, and the Pandavas are my enemies. The truth of my birth changes nothing.""
""And your loyalty is Duryodhana's doom,"" Krishna said sadly.
Thus Krishna's mission failed: he could not stop the coming war.

";127;Krishna Speaks with Karna;7;THE RETURN OF THE PANDAVAS;http://100words.lauragibbs.net/
"
""It is war then,"" said Yudhishthira, and he appointed generals to lead his seven armies, including his brother Bhima, along with Draupadi's father Drupada and Drupada's sons Dhristadyumna and Shikhandin. 
Duryodhana had eleven armies to Yudhishthira's seven, and Bhishma was his supreme commander. Karna, however, had vowed that he wouldn't fight while Bhishma was in command, so he bided his time on the sidelines.
The armies marched to Kurukshetra, the battlefield where they would meet.
Dhritarashtra's charioteer Sanjaya, by a divine gift, could see what was happening on the battlefield, and thus he narrated to Dhritarashtra everything as it occurred.

";128;The Armies Assemble;8;THE WAR;http://100words.lauragibbs.net/
"
This was not the first time Kurukshetra tasted kshatriya blood. The brahmin-warrior Parashurama had dug five lakes there, the Samanta-Panchaka, filled with the blood of the kshatriyas he killed.
Shortly before the war began at Kurukshetra, there was a solar eclipse, and the great kings had all come to purify themselves by bathing in the Samanta-Panchaka. The Pandavas were in exile then, but the other kings who would later fight at Kurukshetra attended the ritual.
As Krishna watched the kings bathing, he had a vision of them all covered in blood. War was coming, and these kings would not survive.

";129;The Story of the Lakes at Kurukshetra;8;THE WAR;http://100words.lauragibbs.net/
"
Long ago, the earth-goddess Bhudevi took the form of a cow. She generously gave her milk to the people of the earth.
The kings of the earth, however, milked her so greedily that her udders became sore, and she groaned in pain.
The god Vishnu heard her cries. ""I will teach those greedy kings not to treat you this way,"" he promised. ""I will come as Parashurama and spill the blood of kings on the earth, and you will drink their blood like a lioness. I will do the same as Rama, and again as Krishna. That is my promise.""

";130;The Story of Vishnu and Bhudevi;8;THE WAR;http://100words.lauragibbs.net/
"
""To win this war, "" Krishna said, ""we must sacrifice to the goddess Kali."" Then he pointed to one of the soldiers. ""We must sacrifice you!'
""But who is he?"" asked Arjuna, surprised.
""I am Iravan, your son,"" said the soldier to Arjuna. ""My mother is Ulupi, the naga princess. I gladly offer myself, but I don't want to die a bachelor. Let me marry first!""
No woman would marry this man fated to die, so Krishna became Mohini, a beautiful woman, and Mohini married Iravan. The next morning, they sacrificed Iravan to Kali, and Mohini wept for her dead husband.

";131;Kali Demands a Sacrifice;8;THE WAR;http://100words.lauragibbs.net/
"
To satisfy Kali, Iravan cut himself into thirty-two pieces, each marked with a sacred sign, and Yudhishthira offered this flesh to the goddess.
When Iravan was done, only his head and spine remained.
Krishna then spoke to the dead warrior. ""Pray to Shesha-Naga, your grandfather, and he will restore your flesh.""
Iravan's lips moved in prayer, and Shesha appeared, coiling around Iravan's spine and restoring flesh to his corpse.
Iravan's eyes were still open, and Krishna realized he wanted to watch the war, so they placed Iravan's corpse high in a tree where he could look down upon the battlefield.

";132;Iravan Watches the Battle;8;THE WAR;http://100words.lauragibbs.net/
"
Krishna had said he would not fight, but he did agree to be Arjuna's charioteer, and so he drove Arjuna out onto the battlefield.
When Arjuna saw the enemy lines filled with kinsmen and friends whom he loved, Drona and Bhishma and many others, he fell to his knees in despair.
""I cannot fight this war,"" he moaned.
Krishna then lectured Arjuna about duty and about the yoga of action; this was the Bhagavad-Gita. ""Seek not the fruits of action,"" Krishna said, ""but you must act, Arjuna! You are a kshatriya, and now you must fight. This is your dharma.""

";133;Arjuna Arrives at Kurukshetra;8;THE WAR;http://100words.lauragibbs.net/
"
Krishna then revealed himself as God to Arjuna: he had mouths, eyes, faces, bodies beyond counting. He was the whole universe, birth and death without beginning or end. He was everything, stretching from earth to sky, horizon to horizon. Everywhere. 
Arjuna prayed. ""I see all beings, all weapons, all war, all peace, all worship, all fear. I see!""
""Now I am become Death, the destroyer of worlds,"" Krishna said. ""The warriors you see are already dead, slain by their own karma. You are that karma. Arise and fight, Arjuna. It is time.""
Arjuna took up his bow, ready to fight.

";134;Krishna Reveals Himself to Arjuna;8;THE WAR;http://100words.lauragibbs.net/
"
""Anyone fighting for the Kaurava side may come to us now!"" shouted Yudhishthira before the battle began.
""And I say the same!"" shouted Duryodhana. ""Anyone on the Pandava side may join me now.""
Of the warriors present at Kurukshetra, only one changed sides at that time: Yuyutsu, Duryodhana's brother. He was the son of Dhritarashtra and Gandhari's maid.
Among Duryodhana's other brothers, the hundred sons of Gandhari, none deserted him, although Vikarna pressed him one last time to make peace. ""The Pandavas are our cousins,"" he said to Duryodhana. ""We should not fight them.""
But Duryodhana was eager for war.

";135;Yuyutsu Chooses a Side;8;THE WAR;http://100words.lauragibbs.net/
"
The armies of warriors on both sides were ready to begin the great war, but then Yudhishthira stepped forward and, setting aside his armor and weapons, he walked to the Kaurava side. 
""Is he surrendering already?"" Duryodhana wondered. ""Coward!""
But Yudhishthira was not surrendering. Instead, he saluted Drona, his guru, then his great-uncle Bhishma, and all the Kaurava elders.
His purpose accomplished, Yudhishthira returned to the Pandava side, took up his weapons and armor again, and gave the signal. ""Begin!""
So the war began, and it lasted eighteen days. 
Millions died, and their blood washed over Kurukshetra like a flood.

";136;The War Begins;8;THE WAR;http://100words.lauragibbs.net/
"
On the first day, Bhima and Arjuna attacked the Kaurava armies relentlessly.
""Those two will destroy us,"" Duryodhana shouted, ""and we don't even have Karna to help us.""
Bhishma glared at Duryodhana. ""Do you want me to die?""
""No, no,"" Duryodhana stammered, ""I just meant someone must stop Arjuna and Bhima!""
Bhishma then shot an arrow that struck Krishna, drawing blood, but this only served to make Arjuna fight even more fiercely.
Elsewhere on the battlefield, Dhrishtadyumna chased down Drona, his father's mortal enemy, but Drona killed his charioteer and nearly killed Dhrishtadyumna too; Bhima barely rescued him in time.

";137;The Pandavas and Kauravas Clash;8;THE WAR;http://100words.lauragibbs.net/
"
""I see you hesitating to kill Bhishma,"" Krishna said to Arjuna, ""but you must not hesitate. Kill him!"" 
Krishna then raced the chariot towards Bhishma, and Arjuna rained arrows down upon him, while Bhishma only smiled. ""Well done!"" he shouted, praising his great-nephew.
""I'll kill him myself then,"" said Krishna, leaping from the chariot and raising his discus.
""O God,"" Bhishma prayed, ""death at your hands is salvation.""
""No!"" Arjuna pulled Krishna's arm back. ""You vowed not to fight; it is for me to do.""
But Arjuna did not kill Bhishma that day, and the battle raged on and on.

";138;Arjuna Attacks Bhishma;8;THE WAR;http://100words.lauragibbs.net/
"
Duryodhana attacked with elephants, but Bhima killed them all. ""You elephants and you evil-minded Kauravas, meet your destroyer!"" he shouted. ""My mace will show you all the way to Yama's world!""
On that day alone, Bhima killed eight of Duryodhana's brothers. ""Dhritarashtra may have sired one hundred sons,"" Bhima snarled, ""but I vow that I will kill them all.""
Duryodhana then landed a blow that knocked Bhima to the ground, whereupon Bhima's rakshasa son Ghatotkacha materialized out of nowhere, rescuing his father and joining the battle.
""We can't defeat the rakshasa!"" Duryodhana shouted, retreating.
Thus ended another day of battle.

";139;Duryodhana Attacks with Elephants;8;THE WAR;http://100words.lauragibbs.net/
"
Barbarika, a mighty warrior, was the son of Bhima and a naga princess, but he had an unexpected loyalty. ""I always join the losing side,"" he proclaimed.
Krishna realized this shifting loyalty would prolong the war forever. ""If you help the losers,"" Krishna said, ""help me by beheading someone who threatens the whole world!""
""Show him to me!"" said Barbarika. 
Krishna held up a mirror.
Barbarika was true to his word. ""Still, I wish I could see the war,"" he said as he beheaded himself.
Afterwards, Krishna breathed life into the head so Barbarika could watch the war after all.

";140;Barbarika Joins the War;8;THE WAR;http://100words.lauragibbs.net/
"
On the tenth day the Pandavas realized they could use Shikhandin against Bhishma: Shikhandin had been born a woman, and Bhishma would not fight a woman. So Shikhandin rode forward and, under Arjuna's protection, began shooting at Bhishma.
""I won't fight you, Shikhandin,"" Bhishma shouted.
""Fight or not,"" Shikhandin replied, ""I will slay you today. I was born for this!""
Shikhandin continued firing, and Arjuna shot Bhishma too. The old warrior's body was pierced everywhere with arrows. When he fell, he didn't touch the ground. Instead, he rested on a bed of arrows.
Both sides stopped fighting when Bhishma fell.

";141;Shikhandin Confronts Bhishma;8;THE WAR;http://100words.lauragibbs.net/
"
Bhishma lay on the bed of arrows but did not die; he had the power to choose the moment of his death, and he chose to wait.
""I'm thirsty,"" he said, and Arjuna shot an arrow into the ground. Water burst forth; thus Bhishma's mother, Ganga, quenched his thirst.
Bhishma urged Duryodhana to seek peace with the Pandavas. 
Karna was there too, and sought Bhishma's forgiveness. Again, Bhishma urged peace. ""Listen, Karna: you are Kunti's son,"" he said. ""End this war with your brothers.""
But instead, Karna donned his armor, ready to fight now that Bhishma had left the battlefield.

";142;Bhishma Lies on the Bed of Arrows;8;THE WAR;http://100words.lauragibbs.net/
"
The dawn before Karna joined the battle, Kunti came to see him.
""I know you are my mother,"" Karna said. ""Krishna told me. But my love is for the mother and father who raised me, the charioteer and his wife. And for Duryodhana, who accepted me as I am, while you rejected me.""
Kunti wept, and Karna pitied her in that moment. ""I promise I will fight Arjuna only,"" he said. ""I will spare your other sons. That way, when this war is over, either Arjuna will be dead, or I will be, and you will still have five sons.""

";143;Kunti Comes to Karna;8;THE WAR;http://100words.lauragibbs.net/
"
Karna had another visitor that morning: the god Indra, who was worried for his son, Arjuna. Relying on Karna's generosity, Indra went to Karna disguised as an old man, begging Karna to give him a gift.
""What do you want?"" Karna asked.
""Your earrings and armor,"" said the old man.
Without hesitation, Karna cut off the earrings and armor that had been part of his body since birth, giving them to the old man.
Astounded by Karna's complete generosity, Indra revealed himself. ""Take this divine Shakti-spear,"" he said. ""It never misses its mark, but you can use it only once.""

";144;Indra Visits Karna in Disguise;8;THE WAR;http://100words.lauragibbs.net/
"
Bhima had vowed he would kill the hundred sons of Gandhari. Each day, he prowled the battlefield in search of the Kaurava brothers, killing them one by one.
Then the day came when Bhima found himself face to face with Vikarna, the only one of Gandhari's sons who defied Duryodhana. Vikarna had even defended Draupadi in the gambling hall. But out of loyalty to his brothers, Vikarna was fighting on the Kaurava side.
Bhima killed Vikarna, and he wept when he did so.
Krishna, however, did not weep. ""Dharma is what matters,"" Krishna told him. ""Not family. Not friends. Dharma.""

";145;Bhima Pursues the Sons of Gandhari;8;THE WAR;http://100words.lauragibbs.net/
